id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1_1,labels_task1_2,labels_task1_3,split,cleaned_text,translated_text
103065,es,"Que entre la homofobia, el clasismo y la putofobia hay quienes se están cubriendo de gloria. ¿De verdad os parece gracioso? ¿Justificable? ¿Cómico? Tantas ganas teníais de escribir la expresión “dar por el culo”?  Vaya panda...",6,"['Annotator_37', 'Annotator_38', 'Annotator_39', 'Annotator_40', 'Annotator_41', 'Annotator_42']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'other', 'Bachelor’s degree']","['United States', 'Mexico', 'Venezuela', 'Spain', 'Spain', 'Mexico']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']","['JUDGEMENTAL', '-', 'JUDGEMENTAL', 'REPORTED', 'JUDGEMENTAL', 'DIRECT']","[['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['UNKNOWN'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"que entre la homofobia, el clasismo y la putofobia hay quienes se están cubriendo de gloria. de verdad os parece gracioso? justificable? cómico? tantas ganas teníais de escribir la expresión dar por el culo? vaya panda...","that between homophobia, classism and fucking phobia there are those who are covering themselves with glory. really find it funny? justifiable? comic? so eager to write the expression give up the ass? what a panda..."
103066,es,El estigma es algo que nos atraviesa a todas las #TrabajadorasSexuales independientemente cómo se ejerza el trabajo ya sea presencial o a través de una plataforma como #Onlyfans sigue existiendo #putofobia: María Midori de @amets_mex https://t.co/CLyQUXGetK,6,"['Annotator_37', 'Annotator_38', 'Annotator_39', 'Annotator_40', 'Annotator_41', 'Annotator_42']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'other', 'Bachelor’s degree']","['United States', 'Mexico', 'Venezuela', 'Spain', 'Spain', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","['JUDGEMENTAL', 'REPORTED', 'REPORTED', 'REPORTED', 'JUDGEMENTAL', '-']","[['OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_ES,el estigma es algo que nos atraviesa a todas las trabajadorassexuales independientemente cómo se ejerza el trabajo ya sea presencial o a través de una plataforma como onlyfans sigue existiendo putofobia maría midori de,stigma is something that passes through all sex workers regardless of how the job is performed either face-to-face or through a platform like onlyfans continues to exist fucking maria midori's
103067,es,Alta putofobia mínimo top 10 gente https://t.co/T7VjAvjJJ1,6,"['Annotator_37', 'Annotator_38', 'Annotator_39', 'Annotator_40', 'Annotator_41', 'Annotator_42']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'other', 'Bachelor’s degree']","['United States', 'Mexico', 'Venezuela', 'Spain', 'Spain', 'Mexico']","['NO', 'NO', 'NO', 'YES', 'YES', 'YES']","['-', '-', '-', 'DIRECT', 'JUDGEMENTAL', 'DIRECT']","[['-'], ['-'], ['-'], ['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,alta putofobia mínimo top 10 gente,High fucking minimum top 10 people
103068,es,Aquí nos cuentan lo que realmente importa de esta barbarie sin la putofobia de @mileroncancioa. Que este horror lo cometió un ex POLICIA. Los agentes del orden que en el sueño abolicionista son los que se encargarían de hacer cumplir la ley. https://t.co/rhWP3SlQH6,6,"['Annotator_43', 'Annotator_44', 'Annotator_45', 'Annotator_46', 'Annotator_47', 'Annotator_48']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Spain', 'Portugal', 'United Kingdom', 'Spain', 'Portugal']","['YES', 'NO', 'NO', 'NO', 'YES', 'YES']","['REPORTED', '-', '-', '-', 'REPORTED', 'JUDGEMENTAL']","[['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['SEXUAL-VIOLENCE']]",TRAIN_ES,aquí nos cuentan lo que realmente importa de esta barbarie sin la putofobia de . que este horror lo cometió un ex policia. los agentes del orden que en el sueño abolicionista son los que se encargarían de hacer cumplir la ley.,Here we are told what really matters from this barbarity without the fucking phobia of. that this horror was committed by an ex-cop. Law enforcement officers who in the abolitionist dream are the ones who would enforce the law.
103069,es,"@lysduval @publico_es Hacer frente a la ola reaccionaria:... oponerse al tráfico de esclavas, trata sexual y al crimen organizado que están promocionando quienes como tú defendeis a las trabajadoras sexuales y su desempeño y que acusáis a quienes se os oponen de putofobia.",6,"['Annotator_109', 'Annotator_110', 'Annotator_111', 'Annotator_112', 'Annotator_113', 'Annotator_114']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['Chile', 'Mexico', 'United States', 'Spain', 'Colombia', 'Spain']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'REPORTED', 'REPORTED', 'DIRECT', 'JUDGEMENTAL', 'JUDGEMENTAL']","[['OBJECTIFICATION'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['OBJECTIFICATION']]",TRAIN_ES,"hacer frente a la ola reaccionaria... oponerse al tráfico de esclavas, trata sexual y al crimen organizado que están promocionando quienes como tú defendeis a las trabajadoras sexuales y su desempeño y que acusáis a quienes se os oponen de putofobia.","to face the reactionary wave... to oppose slave trafficking, sex trafficking and organized crime that are promoting those like you who defend sex workers and their performance and accuse those who oppose you of fucking phobia."
103070,es,"@naranjoyole Termina la frase, no te quedes a medias de demostrar tu machismo y tu putofobia.PD: El Barça lleva 5 tarjetas rojas en Liga.Es malo tener tanto odio dentro, pero al menos infórmate antes de sacarlo.Y ya no te contesto más, que no quiero perder más tiempo.",6,"['Annotator_151', 'Annotator_152', 'Annotator_153', 'Annotator_154', 'Annotator_155', 'Annotator_156']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'Doctorate', 'High school degree or equivalent', 'High school degree or equivalent']","['United States', 'Portugal', 'Spain', 'Spain', 'Spain', 'Chile']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']","['JUDGEMENTAL', 'REPORTED', '-', 'DIRECT', 'REPORTED', '-']","[['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['SEXUAL-VIOLENCE'], ['OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-']]",TRAIN_ES,"termina la frase, no te quedes a medias de demostrar tu machismo y tu putofobia.pd el bara lleva 5 tarjetas rojas en liga.es malo tener tanto odio dentro, pero al menos infórmate antes de sacarlo.y ya no te contesto más, que no quiero perder más tiempo.","Finish the sentence, don't stand half-heartedly demonstrating your machismo and your fucking phobia.pd the bara carries 5 red cards in league.It's bad to have so much hatred inside, but at least get informed before I get it out.And I don't answer you anymore, that I don't want to waste any more time."
103071,es,"@MediavillaMarga @RajRedlich @nu_alabao Por cierto  elegir una manera de explotación sobre otra con que calidad ideológica y moral nos retrata?Ahora tenemos explotados mejores que otros?Que poco alma le poneis a otras mujeres vulneradas, que pena.En serio, la putofobia os hace descarrilar y me resulta terrible.",6,"['Annotator_55', 'Annotator_56', 'Annotator_57', 'Annotator_58', 'Annotator_59', 'Annotator_60']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Spain', 'United States', 'Spain', 'Belgium', 'France']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","['JUDGEMENTAL', 'REPORTED', 'JUDGEMENTAL', 'REPORTED', '-', 'JUDGEMENTAL']","[['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']]",TRAIN_ES,"por cierto elegir una manera de explotación sobre otra con que calidad ideológica y moral nos retrata?ahora tenemos explotados mejores que otros?que poco alma le poneis a otras mujeres vulneradas, que pena.en serio, la putofobia os hace descarrilar y me resulta terrible.","by the way choose one way of exploitation on another with which ideological and moral quality portrays us? now we have exploited better than others? what little soul you put on other women violated, what pity. seriously, the fucking phobia makes you derail and it is terrible to me."
103072,es,Claro que se puede criticar la industria pornográfica sin caer en la putofobia.,6,"['Annotator_67', 'Annotator_68', 'Annotator_69', 'Annotator_70', 'Annotator_71', 'Annotator_72']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Spain', 'Spain', 'Dominican Republic', 'Portugal', 'Italy', 'Spain']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","['-', '-', 'JUDGEMENTAL', '-', '-', '-']","[['-'], ['-'], ['OBJECTIFICATION'], ['-'], ['-'], ['-']]",TRAIN_ES,claro que se puede criticar la industria pornográfica sin caer en la putofobia.,Of course you can criticize the porn industry without falling into fucking phobia.
103073,es,"@eu_hoaloha78 Hay muchísimos perfiles así,sobre todo de hombres gays.Deduzco de sus comentarios que  piensan que el feminismo es un movimiento LGtbiq+ para luchar contra la transfobia,la putofobia, y  el perreo,la prostitución y la gestación subrogada como empoderamiento femenino.",6,"['Annotator_67', 'Annotator_68', 'Annotator_69', 'Annotator_70', 'Annotator_71', 'Annotator_72']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Spain', 'Spain', 'Dominican Republic', 'Portugal', 'Italy', 'Spain']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","['REPORTED', 'JUDGEMENTAL', 'JUDGEMENTAL', 'JUDGEMENTAL', 'JUDGEMENTAL', '-']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_ES,"hay muchísimos perfiles así,sobre todo de hombres gays.deduzco de sus comentarios que piensan que el feminismo es un movimiento lgtbiq para luchar contra la transfobia,la putofobia, y el perreo,la prostitución y la gestación subrogada como empoderamiento femenino.","There are so many profiles like this, especially of gay men.I gather from their comments that they think that feminism is an lgtbiq movement to fight against transphobia, fuckingphobia, and perreo, prostitution, and subrogated gestation as female empowerment."
103074,es,"@s2ouyaa m queda claro, eso es putofobia t lo juro",6,"['Annotator_79', 'Annotator_80', 'Annotator_81', 'Annotator_82', 'Annotator_83', 'Annotator_84']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Peru', 'Spain', 'Peru', 'Italy', 'Spain', 'Mexico']","['YES', 'NO', 'YES', 'NO', 'NO', 'YES']","['REPORTED', '-', 'DIRECT', '-', '-', 'DIRECT']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE']]",TRAIN_ES,"m queda claro, eso es putofobia t lo juro","It's clear, that's fucking phobia. I swear."
103075,es,"Racismo, xenofobia, homofobia, transfobia, lgbtfobia, gordofobia, gafasfobia, zanahoriofobia, sobre todo aporofobia Y yaAy no, surrofobia, islamofobia, antisemitismo, putofobia Y ahora sí 🤡🤡🤡🤡🤡🤡🤡🤡",6,"['Annotator_79', 'Annotator_80', 'Annotator_81', 'Annotator_82', 'Annotator_83', 'Annotator_84']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Peru', 'Spain', 'Peru', 'Italy', 'Spain', 'Mexico']","['YES', 'NO', 'NO', 'YES', 'NO', 'YES']","['DIRECT', '-', '-', 'DIRECT', '-', 'DIRECT']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_ES,"racismo, xenofobia, homofobia, transfobia, lgbtfobia, gordofobia, gafasfobia, zanahoriofobia, sobre todo aporofobia y yaay no, surrofobia, islamofobia, antisemitismo, putofobia y ahora sí","racism, xenophobia, homophobia, transphobia, lgbtphobia, fatphobia, gogglesphobia, zanahoriophobia, especially aporophobia and yaay no, surrophobia, Islamophobia, anti-Semitism, fuckingphobia and now yes"
103076,es,"@PodemVLC Lo del #lobbyAbolo puro cinismo.El siglo XIX queda lejos.Los puteros, duermen entre Uds y militan en todos los partidos, no les echarán del barrio.Los burdeles tienen licencia.Lo suyo es #putofobia  hacia mujeres sin #IMV y sin alternativa habitacionalhttps://t.co/tLUTdmfbcr",6,"['Annotator_55', 'Annotator_56', 'Annotator_57', 'Annotator_58', 'Annotator_59', 'Annotator_60']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Spain', 'United States', 'Spain', 'Belgium', 'France']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['JUDGEMENTAL', 'DIRECT', 'REPORTED', 'REPORTED', 'REPORTED', 'JUDGEMENTAL']","[['OBJECTIFICATION'], ['OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"lo del lobbyabolo puro cinismo.el siglo xix queda lejos.los puteros, duermen entre uds y militan en todos los partidos, no les echarán del barrio.los burdeles tienen licencia.lo suyo es putofobia hacia mujeres sin imv y sin alternativa habitacional","the lobbyabolo pure cynicism. the xix century is far away. the whores, sleep between you and militate in all the parties, they will not drive you out of the neighborhood.the brothels have license. theirs is fucking phobia towards women without imv and without alternative housing"
103077,es,"@astridtnf @medinitis eres una pinche pendegHa .l. lo siento, no hablaré màs el idioma "" ASES1NA PUTOFOBIA "".l. chupa esa BERGHA",6,"['Annotator_79', 'Annotator_80', 'Annotator_81', 'Annotator_82', 'Annotator_83', 'Annotator_84']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Peru', 'Spain', 'Peru', 'Italy', 'Spain', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"eres una pinche pendegha .l. lo siento, no hablaré ms el idioma ases1na putofobia .l. chupa esa bergha","I'm sorry, I won't speak the language anymore. Ases1na fucking.l. sucks that bergha."
103078,es,"Acompáñenme por este viaje de olvido de tu coalición de gobierno, de machismo y putofobia. https://t.co/2LgSK0xxMg",6,"['Annotator_55', 'Annotator_56', 'Annotator_57', 'Annotator_58', 'Annotator_59', 'Annotator_60']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Spain', 'United States', 'Spain', 'Belgium', 'France']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","['JUDGEMENTAL', 'REPORTED', 'JUDGEMENTAL', 'REPORTED', '-', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY', 'SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"acompáñenme por este viaje de olvido de tu coalición de gobierno, de machismo y putofobia.","Come with me for this journey of forgetting your coalition of government, of machismo and fucking phobia."
103079,es,@TNRE @jazmin_bd @darkmoonselina y putofobia y surrofobia y hasta el rechazo por las mujeres que llevan escote. Les faltan las antorchas nada más.,6,"['Annotator_73', 'Annotator_74', 'Annotator_75', 'Annotator_76', 'Annotator_77', 'Annotator_78']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Mexico', 'Spain', 'Portugal', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['REPORTED', 'JUDGEMENTAL', 'JUDGEMENTAL', 'REPORTED', 'DIRECT', 'JUDGEMENTAL']","[['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['OBJECTIFICATION'], ['SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION'], ['OBJECTIFICATION']]",TRAIN_ES,y putofobia y surrofobia y hasta el rechazo por las mujeres que llevan escote. les faltan las antorchas nada más.,And fucking phobia and surrophobia and even rejection by women wearing cleavage are just missing the torches.
